Name,Borough,Area,Full_Address,Postcode,Opening_Times,Phone,Email,Website,Requirements,Cost,Services,Contact_Person,Notes,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Opening_Time,Closing_Time,Time_Notes,Service_FoodBank,Service_CommunityMeals,Service_Delivery,Service_Clothing,Service_Utilities,Service_Furniture,Access_Type,Latitude,Longitude,Has_Complete_Info,Last_Updated,Coordinate_Source,,
Atherton & Leigh Foodbank,Wigan,Leigh,"Leigh Baptist Church, 35 Vernon Street",WN7 1BH,Thursday 10am - 12noon,7980881925,info@athertonleigh.foodbank.org.uk,http://athertonleigh.foodbank.org.uk/,Referral required,Free,Foodbank,,,N,N,N,Y,N,N,N,10:00,12:00,Thursday 10am - 12noon,Y,N,N,N,N,N,Referral,53.4976252,-2.5144505,Y,01/09/2025,simplified_address,,
Higher Folds Community Grocery,Wigan,Leigh,Stirling Close,WN7 2UB,Mon 1-5.30pm; Tue 5-6pm; Wed 1-5.30pm; Thu 12-5.30pm; Fri 1-5.30pm; Sat 12-5pm,01942 674548,aliona@higherfolds.co.uk,https://www.higherfolds.co.uk,No membership required - everyone welcome,Low cost food available,Community Grocery,,,Y,Y,Y,Y,Y,Y,N,01:00,05:00,Mon 1-5.30pm; Tue 5-6pm; Wed 1-5.30pm; Thu 12-5.30pm; Fri 1-5.30pm; Sat 12-5pm,N,N,N,N,N,N,Unknown,53.5008813,-2.4853086,Y,01/09/2025,original,,
Marsh Green Pop-Up Pantry,Wigan,Marsh Green,"Marsh Green Library, Harrow Road",WN5 0QL,Wed 9.30-10.30am,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pop-Up Pantry,,Run by Church Wigan; Delivery only if collection not possible,N,N,Y,N,N,N,N,10:30,10:00,Wed 9.30-10.30am,N,N,N,N,N,N,Unknown,53.5496842,-2.668332,Y,01/09/2025,original,,
Atherton & Leigh Foodbank,Wigan,Platt Bridge,"Olympic House, Platt Street",WN2 5DA,Tuesday 1 - 3pm,7980881925,info@athertonleigh.foodbank.org.uk,http://athertonleigh.foodbank.org.uk/,Referral required,Free,Foodbank,,,N,Y,N,N,N,N,N,01:00,15:00,Tuesday 1 - 3pm,Y,N,N,N,N,N,Referral,53.5193318,-2.5987106,Y,01/09/2025,original,,
St Nathaniel's Pantry,Wigan,Platt Bridge,"St Nathaniel's Church, Church Rd",WN2 3TB,Thurs 9-12pm,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pantry,,Run by Church Wigan; Delivery only if collection not possible,N,N,N,Y,N,N,N,09:00,12:00,Thurs 9-12pm,N,N,N,N,N,N,Unknown,53.5233726,-2.5958302,Y,01/09/2025,simplified_address,,
Tom's Pantry,Wigan,Poolstock,"St James Centre, Church St",WN3 5DZ,Tues Wed & Fri 9.30-12noon; Thurs 5-7pm; Saturday 11-2pm,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pantry,,Run by Church Wigan; Delivery only if collection not possible,N,Y,Y,Y,Y,Y,N,09:30,12:00,Tues Wed & Fri 9.30-12noon; Thurs 5-7pm; Saturday 11-2pm,N,N,N,N,N,N,Unknown,53.6545295,-1.7535574,Y,01/09/2025,original,,
Shevington Community Pantry,Wigan,Shevington,"St Anne's Parish centre, Church lane",,Mon & Wed 1.30 A  3pm; Sat 9.30 A  11am,,shevingtoncommunitywatch@outlook.com,https://www.facebook.com/ShevCommPantry/?ref=page_internal,Registration required,Membership fees apply,Community Pantry,,,Y,N,Y,N,N,Y,N,09:30,15:00,Mon & Wed 1.30 A  3pm; Sat 9.30 A  11am,N,N,N,N,N,N,Unknown,53.5724005,-2.6908254,Y,01/09/2025,original,,
Beehive Community Centre,Wigan,Tyldesley,"Lindale Rd, Mosley Common",M28 1AY,Tues A  Thurs 9.30 - 11am; Fri/Sat 9.30 am - 1pm,0161 376 8229,beehivecommunitycentre@hotmail.com,,No evidence required but prioritise social worker requests,Free,Food support; Delivery service,,Also provide delivery service for mobility impaired,N,Y,N,Y,Y,Y,N,09:30,11:00,Tues A  Thurs 9.30 - 11am; Fri/Sat 9.30 am - 1pm,N,N,Y,N,N,N,Unknown,53.5062848,-2.4332369,Y,01/09/2025,original,,
Brick Food Community,Wigan,Wigan,"St George's Centre, 65 Water Street",WN1 1DN,10am-3pm Mon A  Fri (closed Wednesday & Weekends),01942 318004,enquiries@thebrick.org.uk,http://thebrick.org.uk/,Referrals Only - voucher scheme,Free,Food Community,,One shop per week; Discretion for those struggling to pay fees,Y,Y,Y,Y,Y,N,N,10:00,15:00,10am-3pm Mon A  Fri (closed Wednesday & Weekends),N,N,N,N,N,N,Referral,53.5486237,-2.6280431,Y,01/09/2025,postcode,,
Jed's Pantry,Wigan,Wigan,"St Stephen's Church, 11 Plantation Gates",WN1 3UP,Tuesday 9 - 11am,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pantry,,Run by Church Wigan; Delivery only if collection not possible,N,Y,N,N,N,N,N,09:00,11:00,Tuesday 9 - 11am,N,N,N,N,N,N,Unknown,53.4866963,-2.6367774,Y,01/09/2025,simplified_address,,
Fur Clemt CIC,Wigan,Wigan,"Montrose skills hub, Montrose Ave",WN5 9XN,11 - 3 Monday to Friday,7727057129,,https://www.furclemt.co.uk,A £5 membership fee plus food costs,Varies,Food waste reduction and food share,,Free membership available through Wigan Council welfare system,Y,N,N,N,Y,N,N,11:00,03:00,11 - 3 Monday to Friday,N,N,N,N,N,N,Unknown,53.5436344,-2.6681389,Y,01/09/2025,simplified_address,,
The Edge Community Grocery,Wigan,Wigan,"The Edge, Riveredge",WN3 5AB,9:00am A  4:00pm Monday A  Friday,01942 377511,wigan@communitygrocery.org.uk,https://communitygrocery.org.uk/wigan/,A £5 membership gives access to groups/courses,£5-£12.50 depending on basket size,Community Grocery,,Fill basket with fruit/veg/chilled/tinned/toiletries 5 times week; Free bakery items,Y,Y,Y,Y,Y,N,N,09:00,16:00,9:00am A  4:00pm Monday A  Friday,N,N,N,N,N,N,Unknown,53.54101,-2.6417,Y,01/09/2025,postcode,,
Bolton Community Kitchen,Bolton,Bolton,"Bolton Rugby Club, Avenue Street",BL1 3AW,Wednesdays 5pm - 8.30pm,7861781040,boltoncommunitykitchen1@gmail.com,https://www.facebook.com/boltoncommunitykitchen,"Open to all elderly, vulnerable, and homeless adults",Free,"Hot meals, drinks, toiletries, food parcels",Tracy McNulty,Also runs two allotments to grow produce for the kitchen.,N,N,Y,N,N,N,N,17:00,20:30,Wednesdays 5pm - 8.30pm,Y,Y,N,N,N,N,Walk-in,53.58288,-2.44304,Y,01/09/2025,original,,
Urban Outreach Collection Point - Grace Church,Bolton,Bolton,"Grace Church, Somerset Road",BL1 4NE,Tuesdays 10.30am-1.30pm,01204 385848,,https://urbanoutreach.co.uk/food-and-household-support/storehouse-foodbank/,Referral from a professional via Urban Outreach online system,Free,Food parcel collection point,,Collection point for Storehouse Foodbank. Offers a warm space and free refreshments.,N,Y,N,N,N,N,N,10:30,13:30,Tuesdays 10.30am-1.30pm,Y,N,N,N,N,N,Referral,53.59363,-2.44521,Y,01/09/2025,original,,
Urban Outreach Collection Point - Sutton Community Centre,Bolton,Deane,"Sutton Community Centre, Addington Road",BL3 4QZ,Tuesdays 10am-12pm,01204 385848,,https://urbanoutreach.co.uk/food-and-household-support/storehouse-foodbank/,Referral from a professional via Urban Outreach online system,Free,Food parcel collection point,,Collection point for Storehouse Foodbank.,N,Y,N,N,N,N,N,10:00,12:00,Tuesdays 10am-12pm,Y,N,N,N,N,N,Referral,53.56543,-2.47271,Y,01/09/2025,original,,
Urban Outreach Collection Point - Bridge Church Horwich,Bolton,Horwich,"Bridge Church Horwich, Rock Street",BL6 5QS,Wednesdays 10am-12pm,01204 385848,,https://urbanoutreach.co.uk/food-and-household-support/storehouse-foodbank/,Referral from a professional via Urban Outreach online system,Free,Food parcel collection point,,Collection point for Storehouse Foodbank.,N,N,Y,N,N,N,N,10:00,12:00,Wednesdays 10am-12pm,Y,N,N,N,N,N,Referral,53.59604,-2.54019,Y,01/09/2025,original,,
Urban Outreach Collection Point - Deane Church Centre,Bolton,Deane,"Deane Church Centre, 41 Junction Road",BL3 4LT,Fridays 10am-12pm,01204 385848,,https://urbanoutreach.co.uk/food-and-household-support/storehouse-foodbank/,Referral from a professional via Urban Outreach online system,Free,Food parcel collection point,,Collection point for Storehouse Foodbank.,N,N,N,N,Y,N,N,10:00,12:00,Fridays 10am-12pm,Y,N,N,N,N,N,Referral,53.56842,-2.46399,Y,01/09/2025,original,,
Chesham Fold TRA and Community Centre,Bury,Bury,95-97 Chesham Fold Road,BL9 6JZ,Pantry: Wed 9am-1pm; Emergency Parcels: Mon-Thurs 9am-1pm,7487545120,cheshamfoldcommunitycentre@gmail.com,,Open to all,£5 registration fee plus £3.50 for 12 items; emergency parcels free,"Food Pantry, Emergency food parcels, Free community meals (Tues/Wed), Baby Bank",Cath,"Free homemade soup and bread on Tuesdays 11-12.30, free lunch on Wednesdays 11-12.30.",Y,Y,Y,Y,N,N,N,09:00,13:00,Pantry: Wed 9am-1pm; Emergency Parcels: Mon-Thurs 9am-1pm,Y,Y,N,Y,N,N,Both,53.60155,-2.27786,Y,01/09/2025,original,,
Prestwich Street Kitchen,Bury,Prestwich,"Prestwich Methodist Church, Chapel Street",M25 1AA,Mondays and Fridays 5:30pm-7:00pm,,,,Walk-ins only,Free,"Good quality second-hand clothes, toiletries, and pantry items",,No limit to how many times you can access. Can assist with Gluten free and Vegetarian options.,Y,N,N,N,Y,N,N,17:30,19:00,Mondays and Fridays 5:30pm-7:00pm,Y,N,N,Y,N,N,Walk-in,53.53232,-2.28581,Y,01/09/2025,original,,
Sandwich Angels,Manchester,Hyde,Drop off at Hyde Morrisons,M34 3SH,Emergency support,7713973640,,https://www.sandwichangels.co.uk/,Open to homeless and hungry,Free,"Sandwiches, food donations, and essentials distributed to soup kitchens",Christina V Howard,"Does not accept money, only food donations and supermarket vouchers.",Y,Y,Y,Y,Y,Y,Y,,,24/7 support,Y,N,Y,N,N,N,Walk-in,53.45331,-2.07923,Y,01/09/2025,original,,
Stretford Wellbeing Centre,Manchester,Stretford,,,,,,,Registration required,Free,,Discounted food,,,N,N,N,N,N,N,N,,,,,Y,N,N,N,N,N,Unknown,,,N,01/09/2025,original
Oldham Foodbank - South Chadderton Satellite,Oldham,Chadderton,"South Chadderton Methodist Church, Thompson Lane",OL9 8LX,Monday 11am - 2pm,0161 622 1061,info@oldham.foodbank.org.uk,https://oldham.foodbank.org.uk/,Voucher required from foodbank partner,Free,Emergency food parcels,,Satellite of the main Oldham Foodbank.,Y,N,N,N,N,N,N,11:00,14:00,Monday 11am - 2pm,Y,N,N,N,N,N,Referral,53.53123,-2.13943,Y,01/09/2025,original,,
Failsworth Community Fridge,Oldham,Failsworth,"Failsworth Sports Campus, Brierley Avenue",M35 9HA,Monday - Friday 2pm - 5pm,0161 688 3909,,https://www.failsworth.coopacademies.co.uk/page/?title=Community+Work&pid=64,Open to anyone struggling to afford basics,Free,Free food and hygiene products,Jack Ryan,No voucher or proof of income required. Relies on donations.,Y,Y,Y,Y,Y,N,N,14:00,17:00,Monday - Friday 2pm - 5pm,Y,N,N,N,N,N,Walk-in,53.51811,-2.15535,Y,01/09/2025,original,,
The Rochdale Food Kitchen (Soup Kitchen Rochdale),Rochdale,Rochdale,"Champness Hall, Great George Street",OL16 1PQ,"Mon, Wed, Fri 12.30pm - 2.00pm",07817 150 327,rochdalesoupkitchen@gmail.com,https://soupkitchenrochdale.org/,Open to anyone in need,Free,"Bag of food containing a home-made meal, tins of soup, bread, cakes, fruit, and drinks",Vida Slater & Marilyn Jones,"Previously operated Tue-Fri evenings and Sat lunch. Now operates Mon, Wed, Fri lunchtime.",Y,N,Y,N,Y,N,N,12:30,14:00,"Mon, Wed, Fri 12.30pm - 2.00pm",Y,Y,N,N,N,N,Walk-in,53.61383,-2.15551,Y,01/09/2025,original,,
Victory Outreach Manchester (Community Grocery),Salford,Ordsall,19 Liverpool Street,M5 4LY,Monday to Friday 11am - 3pm,0161 987 6511,salford@communitygrocery.org.uk,,No referral required,"£5 annual membership, then from £4 per visit",Community grocery with food and toiletries. Also runs support courses,,Fill a basket with 12 items up to 5 times a week.,Y,Y,Y,Y,Y,N,N,11:00,15:00,Monday to Friday 11am - 3pm,N,N,N,N,N,N,Walk-in,53.47353,-2.26938,Y,01/09/2025,original,,
Salford Baby Bank,Salford,Salford,,,,Referral only,,,https://www.salfordbabybank.co.uk/,Free (referral required),Free,"Baby essentials: nappies, wipes, formula, equipment, clothes",,Run by Daughters of Salford. Does not have a fixed base of operations.,N,N,N,N,N,N,N,,,Referral only,N,N,Y,Y,N,N,Referral,,,N,01/09/2025,original,
Re:Dish Foodbank,Stockport,Reddish,"New Bairstow Centre, 2 Rupert Street",SK5 6DL,Thursdays and Sundays 10:30am - 12:30pm,,,,Registration required,Free for those in crisis,Free,Food parcels,,Must bring proof of address and evidence of financial hardship.,N,N,N,Y,N,N,Y,10:30,12:30,Thursdays and Sundays 10:30am - 12:30pm,Y,N,N,N,N,N,Both,53.44026,-2.16912,Y,01/09/2025,original,
Ebony and Ivory Community Organisation,Stockport,Stockport,23 High Street,SK1 1EG,Saturdays 12.30pm A  2.30pm,0161 477 1914,,https://www.ebonyivory.org.uk/,Registration required,Free,Food support,,,N,N,N,N,N,Y,N,12:30,14:30,Saturdays 12.30pm A  2.30pm,Y,N,N,N,N,N,Unknown,53.40939,-2.16016,Y,01/09/2025,original,,
The Wellspring,Stockport,Stockport,Harvey Street,SK1 1YD,Weekdays 8amA 4pm; Weekends 8amA 2pm,0161 477 6344,,https://thewellspring.co.uk/,Registration required,Free,Food support,,,Y,Y,Y,Y,Y,Y,Y,08:00,16:00,Weekdays 8amA 4pm; Weekends 8amA 2pm,Y,Y,N,N,N,N,Unknown,53.40955,-2.15549,Y,01/09/2025,original,,
Handy Ladies Feeding the Community,Stockport,Cheadle Hulme,St Cuthberts Church,SK8 2DT,,07895 435232,,,Registration required,Free,Community meals,,,N,N,N,N,N,N,N,,,,,N,Y,N,N,N,N,Unknown,53.38786,-2.18663,Y,01/09/2025,original,
Starting Point Breakfast Club,Stockport,Woodley,"Starting Point CafÃ©, Woodley",SK6 1RJ,Monday A  Friday 8amA 9am (term time only),,,,Registration required,Free,,Breakfast club,,,Y,Y,Y,Y,Y,N,N,08:00,09:00,Monday A  Friday 8amA 9am (term time only),N,Y,N,N,N,N,Unknown,53.40107,-2.09115,Y,01/09/2025,original,
Hatters Outreach Foodbank,Stockport,High Lane,,,,,,hattersoutreach@hotmail.com,Registration required,Free,,Foodbank,,,N,N,N,N,N,N,N,,,,,Y,N,N,N,N,N,Unknown,,,N,01/09/2025,original
GLO Church,Stockport,Offerton,"Offerton Community Centre, Mallowdale Road",SK2 5NX,Thursday 2pm A  4.30pm,0161 307 5537,hello@glochurch.org,,Registration required,Free,,,N,N,N,Y,N,N,N,14:00,16:30,Thursday 2pm A  4.30pm,Y,N,N,N,N,N,Unknown,53.39867,-2.12871,Y,01/09/2025,original,,,
Sale Community Support Hub / Foodshare,Trafford,Sale,"Sale West Youth Centre, Newbury Avenue",M33 4QW,Foodshare: Friday 10am,0161 973 3778,gaynor.mullin@oursalewest.co.uk,https://www.oursalewest.co.uk/sale-community-support-hub/,Open to Sale residents,Free,"Foodshare of surplus food from local stores. Also offers food bank vouchers, energy top-ups, debt advice.",Gaynor Mullin,"Foodshare is first come, first served. The hub is open Mon-Thurs 9.30-5, Fri 9.30-3.",N,N,N,N,Y,N,N,10:00,,Foodshare: Friday 10am,Y,N,N,N,Y,N,Walk-in,53.41684,-2.34212,Y,01/09/2025,original,,
Use Ya Loaf,Wigan,Atherton,108 Market Street,M46 0DP,"Mon-Fri 9.30am-2.30pm, Sat 9am-3pm",,,,Membership required,Low cost items available,Inexpensive food market,,Not a traditional food bank.,Y,Y,Y,Y,Y,Y,N,09:30,14:30,"Mon-Fri 9.30am-2.30pm, Sat 9am-3pm",N,N,N,N,N,N,Walk-in,53.52267,-2.49386,Y,01/09/2025,original,,
The Bridge at Bryn,Wigan,Bryn,1 Downhall Green Road,WN4 0DH,Monday-Friday 10am-4pm,,,,Registration required,Free,Food provision,,,Y,Y,Y,Y,Y,N,N,10:00,16:00,Monday-Friday 10am-4pm,Y,N,N,N,N,N,Unknown,53.50482,-2.63606,Y,01/09/2025,original,,
Scouting for Food,Wigan,Springfield,"Scout Hut, Delph Street",WN6 7EF,Monday 1pm-3:30pm,,,,Registration required,Free,Food provision,,,Y,N,N,N,N,N,N,13:00,15:30,Monday 1pm-3:30pm,Y,N,N,N,N,N,Unknown,53.54881,-2.64654,Y,01/09/2025,original,,
Ince Community Shop,Wigan,Ince,"Ince Community Centre, Manchester Road",WN2 2DJ,Tuesday-Thursday 10am-12pm,,,,Registration required,Free,Community shop with food,,,N,Y,Y,Y,N,N,N,10:00,12:00,Tuesday-Thursday 10am-12pm,N,N,N,N,N,N,Unknown,53.5358,-2.60488,Y,01/09/2025,original,,
Homeless Support Project,Wigan,Leigh,"Charles House, 19-23 Charles Street",WN7 1DB,Monday to Friday,,,,Mainly for homeless individuals,Free,"Hot breakfast (10.30am-12pm), Hot meal (3pm-4.45pm), food parcels",,,Y,Y,Y,Y,Y,N,N,10:30,16:45,Mon-Fri Breakfast & Hot Meal,Y,Y,N,N,N,N,Walk-in,53.49625,-2.51656,Y,01/09/2025,original,,
Merlys Kitchen CIC,Wigan,Tyldesley,"Shakerley Community Centre, Cumberland Avenue",M29 8FU,"Mon 12-4pm, Wed & Fri 10am-2pm, Sun 12-2pm",,,,Open to all,£3 annual membership for shop. Fridge is free.,"Community pantry, community fridge, community cafÃ©",,Free lunch option on Wednesdays at 12 noon.,Y,N,Y,N,Y,N,Y,10:00,16:00,"Mon 12-4pm, Wed & Fri 10am-2pm, Sun 12-2pm",N,Y,N,N,N,N,Walk-in,53.50739,-2.45686,Y,01/09/2025,original,,
The Spirit & The Bride,Wigan,Atherton,"Dorset Road Community Centre, Hag Fold",M46 9GJ,"Mon-Fri 11am-4pm, Sat 12pm-2pm",,,,Low cost,Individual item pricing,,,Y,Y,Y,Y,Y,Y,N,11:00,16:00,"Mon-Fri 11am-4pm, Sat 12pm-2pm",N,N,N,N,N,N,Walk-in,53.51675,-2.47895,Y,01/09/2025,original,,,
